Year,Number,CareerRaces,Name,Sex,Sire,Dam,Wins,Races,WinPercent,1st,2nd,3rd,WinDist,Top3
2016,1,195,Flyin Bloodymary [US/US 2014],f,Rico's Vintage,Keeperraeepisode,42,85,0.49,42,13,12,302,67
2016,2,172,Fly Danny Green [US/US 2013],m,BD's Grayson,Flying Claret,41,82,0.50,41,17,2,483,60
2016,3,112,Seldom Told * [US/CN 2013],m,Trent Lee,Need a Date,35,47,0.74,35,4,1,523,40
2016,4,230,Keeperdreamliner [US/US 2012],f,Pat C Clement,KB's Jumbo Jet,35,80,0.43,35,16,14,503,65
2016,5,122,Oshkosh Kid [US/US 2013],m,Kiowa Mon Manny,Oshkosh Vani,34,57,0.59,34,11,6,603,51
2016,6,127,Craigie Renegade [US/US 2014],m,KC and All,Toni Works,34,57,0.59,34,8,5,294,47
2016,7,75,Oya Stan The Man [US/US 2014],m,Defrim Bale *,O Ya Norma,34,63,0.53,34,10,5,588,49
2016,8,244,Real Good Feelin [US/US 2013],f,TMC's Remedy,Need a Date,34,72,0.47,34,7,6,503,47
2016,9,87,Charlie Bale [US/US 2013],m,Lonesome Cry,Manyara Bale *,33,64,0.51,33,16,5,503,54
2016,10,119,KB's Dagwood [US/US 2014],m,Kiowa Mon Manny,Iruska Kittle,31,66,0.46,31,7,9,503,47
2016,11,165,Taye Diggs [US/US 2014],m,Flying Penske,SJ's Wild Flower,31,81,0.38,31,13,7,603,51
2016,12,132,KC's Todd [US/US 2014],m,Djays Octane,Kane's Izzy,30,85,0.35,30,10,9,503,49
2016,13,135,Fraulein Morgan [US/US 2013],f,Kiowa Mon Manny,Fraulein Kaci,29,57,0.50,29,9,7,603,45
2016,14,166,Lego Andrew [US/US 2013],m,Kinloch Brae *,Danicas Go Daddy,29,66,0.43,29,12,5,503,46
2016,15,190,Del Sol Stewart [US/US 2014],m,Starz Jenko,Bella Languish,29,92,0.31,29,16,10,499,55
2016,16,114,Superior Tyson [US/US 2013],m,Dragon Fire,Superior Date,28,54,0.51,28,12,3,498,43
2016,17,138,WW's Durangogold [US/US 2013],m,Gable Oscar,WW Sally Angie,28,60,0.46,28,12,7,503,47
2016,18,161,WW's Kapow [US/US 2013],f,Gable Oscar,WW The Endisnigh,28,75,0.37,28,7,9,510,44
2016,19,256,Jedi Maze Runner [US/US 2014],m,Joe Hearns,Jedi Blaze Starr,28,89,0.31,28,18,18,499,64
2016,20,106,SE Tali Sundance [US/US 2013],m,KC and All,Flying Cassel,27,47,0.57,27,9,2,533,38
2016,21,138,Ethel Is Here [US/US 2013],f,Trent Lee,J's Aiyssa,27,50,0.54,27,9,6,603,42
2016,22,63,Mac's Harewood [US/US 2014],m,KC and All,Mac's Brenda Lee,27,51,0.52,27,10,6,503,43
2016,23,145,Fiesta Paraguas [US/US 2013],m,BD's Grayson,Bella Wildwonder,27,53,0.50,27,6,3,533,36
2016,24,166,WW Auto Sums [US/US 2013],m,Gale WW Wanika,WW's Arithmetic,27,54,0.50,27,9,4,503,40
2016,25,109,Kinda Cruel Red [US/US 2014],m,Bella Infrared,Cruel to Be Kind,27,55,0.49,27,10,6,500,43
2016,26,76,Lonnie [US/US 2014],f,Bella Infrared,Kat O Nine Tails,27,56,0.48,27,8,6,503,41
2016,27,107,Flying Bass [US/US 2014],m,BD's Grayson,Flying Liddy,27,68,0.39,27,5,6,503,38
2016,28,155,PJ Backupoffme [US/US 2014],m,Djays Octane,Pampered Becky,27,72,0.37,27,13,9,503,49
2016,29,251,Volando Zarda [US/US 2013],f,Kiowa Sweet Trey,Bella Kona,27,72,0.37,27,12,12,499,51
2016,30,149,Barts Risingstar [US/US 2013],m,Buzz Around,Barts Marigold,27,78,0.34,27,17,7,617,51
2016,31,97,Show On The Road [US/US 2013],m,KC and All,Closin In Onawin,26,47,0.55,26,8,2,659,36
2016,32,145,Fly John Kasich [US/US 2014],m,Kiowa Sweet Trey,Flyin Ravenswood,26,60,0.43,26,10,8,503,44
2016,33,222,WW's Sammy [US/US 2013],f,Bella Infrared,WW Kay Sun,26,68,0.38,26,13,7,503,46
2016,34,69,Martha MacCallum [US/US 2014],f,Flying Westover,Johara,25,33,0.75,25,3,1,503,29
2016,35,77,Blu Too Tarmac [US/US 2014],m,SH Avatar,Gable Go Shaunee,25,64,0.39,25,12,5,498,42
2016,36,276,BJ's Narrow End [US/US 2014],f,WW's Dog Gone,WW The Endisnigh,25,69,0.36,25,21,5,494,51
2016,37,105,MV's Patriots [US/US 2014],f,Flying Penske,WW Sally Ally,25,74,0.33,25,19,9,507,53
2016,38,140,Mac's Melanie [US/US 2013],f,Flying Coal City,Mac's Dr Cameron,25,84,0.29,25,9,1,503,35
2016,39,132,Slatex Marissa [US/US 2014],f,Kiowa Sweet Trey,Slatex Magnesium,25,95,0.26,25,20,12,499,57
2016,40,109,Super Sport Sid [US/US 2014],m,Red Rooster Bonz,Hail Storm Bones,25,101,0.24,25,10,14,499,49
2016,41,119,Need My Moneynow [US/US 2012],m,No More Loving,Need a Date,24,38,0.63,24,6,1,503,31
2016,42,129,Varoom Esme [US/US 2013],f,Kiowa Mon Manny,Flying Bassey,24,51,0.47,24,12,4,501,40
2016,43,199,Hey Hey Daddy [US/US 2013],f,TMC's Remedy,Need a Date,24,54,0.44,24,8,7,503,39
2016,44,104,Boc's Jazzy Jeff [US/US 2013],m,KC and All,Boc's Magic Wand,24,54,0.44,24,2,4,503,30
2016,45,89,LK's Clydesdale [US/US 2014],m,LK's Now R Never,LK's Tiara,24,56,0.42,24,15,5,503,44
2016,46,113,TR's Flapjack [US/US 2013],m,Flying Coal City,Gretchen Oswalt,24,57,0.42,24,15,2,503,41
2016,47,94,Katie Crews [US/US 2013],f,Trent Lee,Awesome Fling,24,57,0.42,24,7,4,503,35
2016,48,152,Hi Noon Viper [US/US 2014],m,Trent Lee,Hi Noon Rhapsody,24,72,0.33,24,15,8,504,47
2016,49,168,Flying Rose [US/US 2014],f,Hi Noon Hero *,WKL Marly Carly,24,74,0.32,24,9,12,503,45
2016,50,76,Yolo Andrew [US/US 2014],m,Trent Lee,Bella Riddle,24,76,0.31,24,14,4,499,42
2016,51,42,Mac's Olympia [US/US 2014],f,Djays Octane,Mac's Needlenose,23,40,0.57,23,5,7,593,35
2016,52,171,Underfire [US/US 2013],f,Maryville Rumble *,MRL Tootalou,23,45,0.51,23,3,8,503,34
2016,53,167,GLS Running Red [US/US 2014],m,Bella Infrared,Slatex Cadillac,23,49,0.46,23,5,3,503,31
2016,54,63,Go Big Or Gohome [US/US 2014],m,Bella Infrared,Cruel to Be Kind,23,52,0.44,23,2,4,499,29
2016,55,171,Nashapelli [US/US 2013],m,Bella Infrared,Bella Basil,23,53,0.43,23,10,5,533,38
2016,56,126,Boc's Wanna Know [US/US 2013],f,Krypto Drive,Boc's Now U Dont,23,59,0.38,23,13,6,503,42
2016,57,141,Oaks Maddy [US/US 2013],f,Pat C Clement,Oaks Gem Brandy,23,61,0.37,23,5,8,533,36
2016,58,165,WW's Nirvana [US/US 2014],m,Last Outlaw,WW's Risky Devil,23,65,0.35,23,12,7,648,42
2016,59,89,TC Wonder Woman [US/US 2014],f,Kiowa Mon Manny,Bow My Way,23,79,0.29,23,19,6,503,48
2016,60,188,Afly Lady Gaga [US/US 2013],f,Dragon Fire,USS Out of Sight,23,82,0.28,23,12,9,302,44
2016,61,294,Killer Grumpy [US/US 2014],m,KC and All,Slatex Monaco,23,96,0.23,23,7,6,499,36
2016,62,124,Kentucky Kat [US/US 2014],f,Pat C Clement,Kentucky Jude,22,40,0.55,22,8,1,503,31
2016,63,156,Pat C [US/US 2012],f,KC and All,Operation Scorch,22,40,0.55,22,6,3,503,31
2016,64,122,Mike Huckabee [US/US 2013],m,Trent Lee,Twinkles,22,51,0.43,22,5,7,580,34
2016,65,113,Oya Pawtycrasher [US/US 2014],m,Dragon Fire,O Ya Queenie,22,52,0.42,22,13,9,507,44
2016,66,195,Atascocita Bevo [US/US 2014],m,Atascocita Bowl,Atascocita Avery,22,53,0.41,22,8,6,286,36
2016,67,145,DS Butterscotch [US/US 2013],f,BD's Grayson,DS Mariah,22,59,0.37,22,9,6,503,37
2016,68,181,WW's Cobalt Claw [US/US 2014],m,BD's Herby,WW Crystal Clear,22,66,0.33,22,12,8,512,42
2016,69,196,JJB Boss Man [US/US 2013],m,Kelsos Fusileer,JJB Dibaba,22,70,0.31,22,14,8,503,44
2016,70,192,Pepper Cream [US/US 2013],m,Coldwater Torres,Coffee Creamer,22,73,0.30,22,20,6,275,48
2016,71,197,Roc A By Sunkist [US/US 2014],f,Flyin Man of God,Roc a By It's E,22,77,0.28,22,1,5,516,28
2016,72,158,Fiesta Friday [US/US 2014],m,Starz Jenko,Bella Diabolic,22,78,0.28,22,14,7,499,43
2016,73,168,Ultra Champion [US/US 2014],f,KC and All,Ready Set Gone,22,83,0.26,22,10,10,499,42
2016,74,94,Red Utopian [US/US 2013],f,KC and All,Sweetest Revenge,21,33,0.63,21,2,1,503,24
2016,75,89,Mega Revelation [US/US 2014],f,Bella Infrared,Primed Az Mailie,21,42,0.50,21,10,5,599,36
2016,76,119,O Ya Spike [US/US 2013],m,Kiowa Sweet Trey,O Ya Queenie,21,45,0.46,21,7,5,503,33
2016,77,245,Rockin Best [US/US 2012],m,Rhythmless,Oh Yeah Baby,21,49,0.42,21,10,6,286,37
2016,78,117,Fiesta Travel [US/US 2013],f,Bella Infrared,Starz Melt Away,21,50,0.42,21,9,8,744,38
2016,79,64,Flying Music [US/US 2014],f,BD's Grayson,Flying Liddy,21,54,0.38,21,2,2,513,25
2016,80,124,Godzilla Who [US/US 2014],m,Who Says I Can't,Imageofanangel,21,55,0.38,21,3,1,503,25
2016,81,89,Super C Ariel [US/US 2014],f,KC and All,Super C Arias,21,56,0.37,21,9,9,501,39
2016,82,97,Arkans Kangaroo [US/US 2014],f,Defrim Bale *,Arkans BD Spring,21,58,0.36,21,5,3,531,29
2016,83,73,Tim Wooley [US/US 2014],m,Fuzzys Cannon,Awesome Fling,21,61,0.34,21,13,10,503,44
2016,84,158,Mac's Gossie [US/US 2013],f,Defrim Bale *,Mac's Ruby Red,21,64,0.32,21,8,8,561,37
2016,85,85,Spitfire Wynona [US/US 2014],f,Burley Boy Bones,Amazing Abigail,21,75,0.28,21,10,10,499,41
2016,86,284,JW's Heman [US/US 2014],m,Last Outlaw,Inkan Girl,21,83,0.25,21,31,14,499,66
2016,87,147,WW's Flutterbye [US/US 2014],m,Flying Hydrogen,WW's Shamrock,21,105,0.20,21,10,15,499,46
2016,88,177,FM Patcee [US/US 2014],f,Pat C Clement,FM Sapphire,20,37,0.54,20,3,2,503,25
2016,89,95,Whirlin Toodlelu [US/US 2014],f,Djays Octane,Loud Linda,20,49,0.40,20,8,4,498,32
2016,90,146,AMF Sweetassugar [US/US 2013],f,Gable Sour Cream,AMF Blazing Sun,20,52,0.38,20,6,9,503,35
2016,91,118,Killer Olympia [US/US 2013],f,Dragon Fire,Killer Tiger,20,56,0.35,20,7,2,503,29
2016,92,65,GLS Lover Boy [US/US 2014],m,BD's Grayson,Slatex Diamond,20,57,0.35,20,12,8,590,40
2016,93,134,ST Candy Cooler [US/US 2013],f,Kiowa Sweet Trey,Craigie Wee Slip,20,59,0.33,20,14,7,302,41
2016,94,84,Flying Bosnian [US/US 2014],f,BD's Grayson,Flying Rushin By,20,59,0.33,20,7,6,515,33
2016,95,160,KB's Vanitie [US/US 2014],f,Kiowa Mon Manny,Iruska Kittle,20,62,0.32,20,7,6,513,33
2016,96,116,P's Pak [US/US 2014],f,P's Gibbs,WWW Boss Cruze,20,62,0.32,20,7,6,503,33
2016,97,141,Pullanallnighter [US/US 2014],f,KC and All,Rain Over Me,20,67,0.29,20,13,10,503,43
2016,98,172,WW's Royce [US/US 2013],m,WW's Dog Gone,WW Key Kap Rosy,20,70,0.28,20,24,10,503,54
2016,99,147,PJ Collegecreepn [US/US 2013],m,Rhythmless,KB's College Cat,20,73,0.27,20,10,11,503,41
2016,100,178,Roc A By Sevenup [US/US 2014],m,Flyin Man of God,Roc a By It's E,20,76,0.26,20,7,11,503,38
2017,1,143,RT's Bo Jangles [US/US 2015],m,Kiowa Mon Manny,Penrose Karrie,42,67,0.62,42,10,4,503,56
2017,2,244,Real Good Feelin [US/US 2013],f,TMC's Remedy,Need a Date,37,83,0.44,37,18,10,503,65
2017,3,120,L's Tanza [US/US 2014],f,KC and All,L's Spidey,34,66,0.51,34,9,10,286,53
2017,4,202,Midnight Loot [US/US 2015],f,Soprano Drive,World of My Own,32,74,0.43,32,10,5,477,47
2017,5,128,Konomi [US/US 2015],m,SH Avatar,Money Maid,31,44,0.70,31,7,1,506,39
2017,6,87,Magnetic Drive [US/US 2014],m,Flying Westover,Johara,30,45,0.66,30,6,1,616,37
2017,7,116,Flying Wolf Pack [US 2014],m,Flying Lone Wolf,PJ Aces Up,30,61,0.49,30,9,7,533,46
2017,8,128,Fiesta Crimson [US/US 2015],f,Flying Hydrogen,Flying Rainelle,29,83,0.34,29,9,8,501,46
2017,9,167,GLS Running Red [US/US 2014],m,Bella Infrared,Slatex Cadillac,28,53,0.52,28,4,4,503,36
2017,10,187,JS Lucky Turbo [US/US 2014],m,Turbo Lennie,JS Call Me Lucky,28,61,0.45,28,8,5,503,41
2017,11,156,Premium Grade [US/US 2015],m,Djays Octane,Jet Force,27,47,0.57,27,4,2,504,33
2017,12,118,Grumpy Winner [US/US 2014],m,Who Says I Can't,Bee's a Winner,27,52,0.51,27,5,12,503,44
2017,13,146,Kristen K [US/US 2013],f,Flying Coal City,Kuro Barb,27,55,0.49,27,10,5,503,42
2017,14,124,John Valazquez [US/US 2015],m,Dragon Fire,Awesome Fling,27,65,0.41,27,11,6,503,44
2017,15,199,Hey Hey Daddy [US/US 2013],f,TMC's Remedy,Need a Date,27,70,0.38,27,13,5,503,45
2017,16,189,WW Jaggermeister [US/US 2014],f,Kiowa WW Brother,WW's Baby Bonnet,27,75,0.36,27,20,10,599,57
2017,17,132,Slatex Marissa [US/US 2014],f,Kiowa Sweet Trey,Slatex Magnesium,26,37,0.70,26,6,4,499,36
2017,18,124,L's Lissie [US/US 2014],f,KC and All,L's Spidey,26,56,0.46,26,9,4,503,39
2017,19,107,CRT Nino [US/US 2014],m,Dragon Fire,Gameboy Bambi,26,58,0.44,26,8,5,503,39
2017,20,143,Killer Onyx [US/US 2015],m,Djays Octane,Killer Rebecca,26,60,0.43,26,12,4,503,42
2017,21,244,JMB's Boston [US/US 2014],m,Kelsos Blackburn,Kelsos Pandora,26,100,0.26,26,20,8,499,54
2017,22,139,Flying Godzilla [US/US 2015],m,Iruska All Star,Flying Lipstick,25,50,0.50,25,6,4,504,35
2017,23,71,KB's Baymax [US/US 2015],f,Rhythmless,Miss Adelaide,25,65,0.38,25,5,4,501,34
2017,24,144,DKC Buckshot [US/US 2015],m,Tyrur Alex *,Magic Torpedo,25,66,0.37,25,9,6,318,40
2017,25,114,Cry Albert [US/US 2014],m,Cry Concho,Rico's Bristol,25,79,0.31,25,11,8,302,44
2017,26,209,JS Bail Me Out [US/US 2015],f,KC and All,JS Summer Hummer,24,56,0.42,24,9,4,503,37
2017,27,148,P's Smoky [US/US 2014],m,Kiowa Wish Frank,P Kay Goast Gal,24,56,0.42,24,12,7,503,43
2017,28,115,JS Gowen Getter [US/US 2015],f,KC and All,JS Summer Hummer,24,58,0.41,24,7,7,503,38
2017,29,134,LN Michaels [US/US 2015],m,Vee Man Vane,USS Out of Sight,24,69,0.34,24,10,7,502,41
2017,30,98,Oshkosh Fired Up [US/US 2014],f,Oshkosh Lamont,Oshkosh Pebbles,24,70,0.34,24,17,9,503,50
2017,31,82,Live And Learn [US/US 2015],f,Defrim Bale *,Tracy Chapman,24,72,0.33,24,11,11,553,46
2017,32,138,WW's Brute Spice [US/US 2014],m,WW Always N Ever,WW's Brute Force,24,73,0.32,24,23,11,302,58
2017,33,76,LK's Black Gold [US/US 2015],f,Jack's Big Lad,LK's Live Wire,23,45,0.51,23,8,6,503,37
2017,34,92,Imark Keefer [US/US 2014],m,Bella Infrared,Casino Zada,23,54,0.42,23,10,5,503,38
2017,35,191,Bartsrunninloose [US/US 2014],m,Pat C Clement,Barts Magpie,23,55,0.41,23,13,9,603,45
2017,36,183,Jax Hunk Junkie [US/US 2014],m,PG Tiger,Jax Beer Hunter,23,58,0.39,23,8,3,503,34
2017,37,164,Odds Are Good [US/US 2013],m,Surf Lorian,Share The Glory,23,65,0.35,23,13,3,495,39
2017,38,174,Boc's Evander [US/US 2014],f,Flying Penske,Boc's C Kate Run,23,66,0.34,23,4,7,507,34
2017,39,174,Fiesta Dee Dee [US/US 2014],f,Bella Cubanaro,WW Kay Root Beer,23,78,0.29,23,16,12,499,51
2017,40,115,Yolo Adrienne [US/US 2015],f,Trent Lee,Mega India,23,95,0.24,23,18,10,499,51
2017,41,45,Tip Top [US/CN 2016],m,Barcelona Boss,Kiowa Starz Sage,22,28,0.78,22,3,1,498,26
2017,42,224,SE's Punisher [US/US 2014],m,Pat C Clement,Demo Classy,22,50,0.44,22,10,3,503,35
2017,43,141,Super C Martha [US/US 2014],f,KC and All,Sweet On Adele,22,51,0.43,22,9,8,498,39
2017,44,197,WW's Sassy Chick [US/US 2014],f,Last Outlaw,WW Quick Chick,22,63,0.34,22,15,9,311,46
2017,45,94,Brian Ernst [US/US 2015],m,Street Credit,Kelsi Purcell,22,65,0.33,22,14,8,503,44
2017,46,81,Bob's Dak [US/US 2015],f,P's Gibbs,Bob's Deb,21,32,0.65,21,2,2,503,25
2017,47,138,Barts Outofmyway [US/US 2014],m,KC and All,Seadon Enchanted,21,47,0.44,21,4,3,501,28
2017,48,140,AMF Ex Quigley [US/US 2013],m,AMF Ex President,CTW Quizzical,21,55,0.38,21,7,7,501,35
2017,49,125,Dutch Double [US/US 2015],m,Flying Hydrogen,Dutch Dinah,21,58,0.36,21,5,6,504,32
2017,50,98,Tyrone Meirs [US/US 2015],m,BD's Grayson,Life Is Good,21,59,0.35,21,8,6,593,35
2017,51,165,Deva Hopewell [US/US 2014],f,KC and All,D's Overthemoon,21,65,0.32,21,7,5,503,33
2017,52,197,CG's Dyno Mite [US/US 2014],m,Fuzzys Cannon,Jax Grace,21,73,0.28,21,13,8,503,42
2017,53,127,Craigie Renegade [US/US 2014],m,KC and All,Toni Works,20,40,0.50,20,6,6,305,32
2017,54,54,LB's Tam Trooper [US/US 2015],m,Soprano Drive,Kiowa Tam Tippie,20,41,0.48,20,8,3,503,31
2017,55,175,Par Blackie [US/US 2014],f,BD's Grayson,Brett Lee Mallie,20,46,0.43,20,3,8,503,31
2017,56,124,JD Dignity [US/US 2014],m,JD Titanium,JD Versace,20,48,0.41,20,5,10,503,35
2017,57,97,Superior Cannon [US 2015],m,Kiowa Sweet Trey,Superior Chacha,20,53,0.37,20,12,6,502,38
2017,58,183,PJ Peytonmanning [US/US 2014],m,Pat C Clement,Canttellmenothin,20,55,0.36,20,9,13,639,42
2017,59,150,MM's Nate [US/US 2014],m,Last Outlaw,Keeper Forever,20,57,0.35,20,11,6,503,37
2017,60,102,Wow Time Flies [US/US 2014],f,KC and All,I Can,20,57,0.35,20,7,8,603,35
2017,61,118,Sangria [US/US 2014],f,Gable Sour Cream,T's Hell Onheels,20,58,0.34,20,14,6,503,40
2017,62,144,SH Norio [US/US 2014],f,SH Avatar,Money Maid,20,58,0.34,20,9,8,503,37
2017,63,233,LB's Food Court [US/US 2014],f,Aerial Battle,KL Elaborate Eva,20,60,0.33,20,11,11,538,42
2017,64,171,Nashapelli [US/US 2013],m,Bella Infrared,Bella Basil,20,63,0.31,20,10,6,533,36
2017,65,153,Char Vallon [US/US 2015],f,Djays Octane,Hail Storm Bones,20,65,0.30,20,11,10,498,41
